instance,seed,batch_size,cooling,epsilon,accept_percentage,initial_temperature,cost,feasible
input-40.tsp,162,10000,0.95,0.0001,0.9,347804.000000000,0.311416648,1
input-40.tsp,163,10000,0.95,0.0001,0.9,339968.000000000,0.286299505,1
input-40.tsp,164,10000,0.95,0.0001,0.9,353280.000000000,0.307917015,1
input-40.tsp,165,10000,0.95,0.0001,0.9,352292.000000000,0.276827956,1
input-40.tsp,166,10000,0.95,0.0001,0.9,345344.000000000,0.290669892,1
input-40.tsp,167,10000,0.95,0.0001,0.9,343795.812500000,0.289625585,1
input-40.tsp,168,10000,0.95,0.0001,0.9,348594.015625000,0.304962925,1
input-40.tsp,169,10000,0.95,0.0001,0.9,350208.000000000,0.301306878,1
input-40.tsp,170,10000,0.95,0.0001,0.9,343776.000000000,0.291454116,1
input-40.tsp,171,10000,0.95,0.0001,0.9,349376.000000000,0.282532946,1
input-40.tsp,172,10000,0.95,0.0001,0.9,346037.500000000,0.296203025,1
input-40.tsp,173,10000,0.95,0.0001,0.9,348256.000000000,0.275334723,1
input-40.tsp,174,10000,0.95,0.0001,0.9,352256.000000000,0.301148192,1
input-40.tsp,175,10000,0.95,0.0001,0.9,349184.000000000,0.303238872,1
input-40.tsp,176,10000,0.95,0.0001,0.9,350232.000000000,0.303121798,1
input-40.tsp,177,10000,0.95,0.0001,0.9,352256.000000000,0.279760478,1
input-40.tsp,178,10000,0.95,0.0001,0.9,344064.000000000,0.285929294,1
input-40.tsp,179,10000,0.95,0.0001,0.9,352512.000000000,0.276163369,1
input-40.tsp,180,10000,0.95,0.0001,0.9,346688.000000000,0.270158929,1
input-40.tsp,181,10000,0.95,0.0001,0.9,346880.000000000,0.284671366,1
input-40.tsp,182,10000,0.95,0.0001,0.9,350366.375000000,0.299103880,1
input-40.tsp,183,10000,0.95,0.0001,0.9,348672.000000000,0.303734941,1
input-40.tsp,184,10000,0.95,0.0001,0.9,343927.500000000,0.276604656,1
input-40.tsp,185,10000,0.95,0.0001,0.9,348160.000000000,0.273799018,1
input-40.tsp,186,10000,0.95,0.0001,0.9,352322.125000000,0.290748523,1
input-40.tsp,187,10000,0.95,0.0001,0.9,347663.113281250,0.294662675,1
input-40.tsp,188,10000,0.95,0.0001,0.9,352256.000000000,0.292217794,1
input-40.tsp,189,10000,0.95,0.0001,0.9,351744.000000000,0.279496098,1
input-40.tsp,190,10000,0.95,0.0001,0.9,347008.000000000,0.276845287,1
input-40.tsp,191,10000,0.95,0.0001,0.9,348160.000000000,0.301792997,1
input-40.tsp,192,10000,0.95,0.0001,0.9,342528.000000000,0.294026799,1
input-40.tsp,193,10000,0.95,0.0001,0.9,344832.000000000,0.270656937,1
input-40.tsp,194,10000,0.95,0.0001,0.9,352768.000000000,0.282490360,1
input-40.tsp,195,10000,0.95,0.0001,0.9,344064.000000000,0.306712008,1
input-40.tsp,196,10000,0.95,0.0001,0.9,344064.000000000,0.286530545,1
input-40.tsp,197,10000,0.95,0.0001,0.9,351104.000000000,0.291324003,1
input-40.tsp,198,10000,0.95,0.0001,0.9,348160.000000000,0.300090989,1
input-40.tsp,199,10000,0.95,0.0001,0.9,342016.000000000,0.296429970,1
input-40.tsp,200,10000,0.95,0.0001,0.9,348404.248535156,0.276262135,1
input-40.tsp,201,10000,0.95,0.0001,0.9,349696.000000000,0.297531078,1
input-40.tsp,202,10000,0.95,0.0001,0.9,344064.000000000,0.276214955,1
input-40.tsp,203,10000,0.95,0.0001,0.9,348160.000000000,0.300832305,1
input-40.tsp,204,10000,0.95,0.0001,0.9,343039.871093750,0.307668483,1
input-40.tsp,205,10000,0.95,0.0001,0.9,350952.000000000,0.287301740,1
