instance,seed,batch_size,cooling,epsilon,accept_percentage,initial_temperature,cost,feasible
input-150.tsp,239,4500,0.98,0.0001,0.92,130448.000000000,0.151303675,1
input-150.tsp,240,4500,0.98,0.0001,0.92,131136.000000000,0.155583514,1
input-150.tsp,241,4500,0.98,0.0001,0.92,131488.000000000,0.169129447,1
input-150.tsp,242,4500,0.98,0.0001,0.92,132368.000000000,0.161213153,1
input-150.tsp,243,4500,0.98,0.0001,0.92,133120.000000000,0.164078066,1
input-150.tsp,244,4500,0.98,0.0001,0.92,131968.000000000,0.165044490,1
input-150.tsp,245,4500,0.98,0.0001,0.92,133120.000000000,0.150258452,1
input-150.tsp,246,4500,0.98,0.0001,0.92,133696.000000000,0.163522729,1
input-150.tsp,247,4500,0.98,0.0001,0.92,131584.000000000,0.156172309,1
input-150.tsp,248,4500,0.98,0.0001,0.92,130840.000000000,0.167912952,1
input-150.tsp,249,4500,0.98,0.0001,0.92,131192.000000000,33759.785774269,0
input-150.tsp,250,4500,0.98,0.0001,0.92,132096.000000000,0.167207507,1
input-150.tsp,251,4500,0.98,0.0001,0.92,129024.000000000,0.171115742,1
input-150.tsp,252,4500,0.98,0.0001,0.92,132864.000000000,0.171542257,1
input-150.tsp,253,4500,0.98,0.0001,0.92,131728.000000000,0.151538715,1
input-150.tsp,255,4500,0.98,0.0001,0.92,131584.000000000,41081.387382446,0
input-150.tsp,254,4500,0.98,0.0001,0.92,135168.000000000,0.172744673,1
input-150.tsp,256,4500,0.98,0.0001,0.92,133376.000000000,0.155762535,1
input-150.tsp,257,4500,0.98,0.0001,0.92,133120.000000000,0.175793832,1
input-150.tsp,258,4500,0.98,0.0001,0.92,130048.000000000,0.145898930,1
input-150.tsp,259,4500,0.98,0.0001,0.92,130048.000000000,0.162474298,1
input-150.tsp,260,4500,0.98,0.0001,0.92,132233.516113281,0.180620940,1
input-150.tsp,261,4500,0.98,0.0001,0.92,132176.000000000,0.166068869,1
input-150.tsp,262,4500,0.98,0.0001,0.92,126911.937011719,0.185022739,1
input-150.tsp,263,4500,0.98,0.0001,0.92,126976.000000000,0.165605048,1
input-150.tsp,264,4500,0.98,0.0001,0.92,130287.468750000,0.157837000,1
input-150.tsp,265,4500,0.98,0.0001,0.92,135168.000000000,0.168603325,1
input-150.tsp,266,4500,0.98,0.0001,0.92,132752.000000000,0.179095310,1
input-150.tsp,268,4500,0.98,0.0001,0.92,126976.000000000,0.176816847,1
